数据时间,车辆状态,累计里程,总电压,总电流,电池单体电压最高值,电池单体电压最低值,最高温度值,最低温度值,可充电储能子系统各温度探针检测到的温度值,可充电储能装置电压,可充电储能装置电流,单体电池电压,驾驶习惯,充电量
2022-08-03 07:33:28,2.0,356698.2,357.861,-84.565,3.991,3.952,32.0,29.75,30.978,357.861,-84.565,3.979,7.939,61.568
2022-08-03 15:12:48,1.0,176054.1,357.733,-87.935,3.984,3.94,33.887,29.902,31.204,357.733,-87.935,3.977,7.999,64.52
2022-08-03 17:00:58,1.0,410877.5,356.78,-79.37,3.978,3.951,32.386,29.614,30.514,356.78,-79.37,3.964,7.976,63.533
2022-08-03 17:09:38,2.0,259187.1,359.019,-85.046,4.004,3.967,33.938,29.636,31.171,359.019,-85.046,3.989,7.979,60.493
2022-08-03 17:14:38,2.0,373984.2,357.353,-80.302,3.984,3.951,33.567,29.745,31.127,357.353,-80.302,3.972,8.202,62.454
2022-08-03 17:38:08,1.738,318996.7,359.936,-82.082,4.014,3.981,32.623,28.669,30.071,359.936,-82.082,3.999,7.951,58.838
2022-08-03 17:52:38,1.289,356843.7,357.016,-85.886,3.981,3.943,34.252,29.978,31.488,357.016,-85.886,3.97,8.066,63.974
2022-08-04 01:03:38,2.0,267350.7,359.235,-75.292,4.004,3.971,29.493,27.221,28.248,359.235,-75.292,3.993,7.969,56.495
2022-08-04 02:51:48,2.0,176237.2,358.152,-86.4,3.988,3.944,32.579,28.398,29.961,358.152,-86.4,3.981,7.935,63.389
2022-08-04 03:26:48,2.0,253642.4,359.074,-78.7,3.996,3.952,30.92,28.745,29.686,359.074,-78.7,3.989,8.098,59.486
2022-08-04 04:47:58,2.0,374228.0,356.597,-74.576,3.976,3.944,29.691,26.765,27.888,356.597,-74.576,3.964,8.063,61.369
2022-08-04 04:55:48,2.0,259374.2,358.234,-87.302,3.995,3.959,31.195,27.328,28.656,358.234,-87.302,3.981,7.884,61.619
2022-08-04 05:32:18,2.0,379317.4,356.52,-81.935,3.972,3.94,31.426,29.865,30.541,356.52,-81.935,3.959,8.068,64.017
2022-08-04 05:57:58,1.891,303812.6,360.386,-79.296,4.02,3.986,31.383,28.406,29.565,360.386,-79.296,4.005,7.968,55.951
2022-08-04 06:03:48,1.92,319219.7,360.458,-82.897,4.02,3.986,30.32,27.528,28.711,360.458,-82.897,4.004,7.933,57.112
2022-08-04 06:14:08,2.0,411103.8,355.936,-78.242,3.969,3.942,29.114,26.973,27.868,355.936,-78.242,3.955,7.92,64.383
2022-08-04 07:21:58,2.0,409899.1,356.616,-83.493,3.973,3.945,32.175,30.077,30.943,356.616,-83.493,3.961,8.095,65.897
2022-08-04 15:08:28,2.0,176378.9,356.366,-84.642,3.969,3.926,31.788,27.985,29.334,356.366,-84.642,3.961,8.003,64.284
2022-08-04 15:43:38,1.837,350752.5,356.864,-84.889,3.98,3.948,32.304,29.296,30.221,356.864,-84.889,3.964,8.057,63.492
2022-08-04 17:12:58,2.0,319419.6,357.984,-86.934,3.991,3.959,30.832,27.489,28.73,357.984,-86.934,3.977,7.995,62.811
2022-08-04 17:37:58,2.0,374465.7,359.984,-75.748,4.014,3.981,32.192,29.092,30.094,359.984,-75.748,4.002,8.041,54.313
2022-08-04 17:48:38,1.301,304024.7,359.121,-77.492,4.005,3.973,30.609,27.955,28.906,359.121,-77.492,3.991,7.856,56.865
2022-08-04 18:30:58,2.0,357052.4,359.174,-82.022,4.006,3.966,30.279,28.147,29.218,359.174,-82.022,3.994,7.846,58.344
2022-08-05 00:35:18,2.0,267661.6,359.845,-78.745,4.011,3.978,29.47,27.326,28.558,359.845,-78.745,3.999,8.08,57.322
2022-08-05 00:44:28,2.0,116339.5,356.839,-81.87,3.971,3.931,30.739,28.373,29.209,356.839,-81.87,3.965,7.843,64.192
2022-08-05 00:53:48,2.0,303560.2,355.444,-81.239,3.964,3.93,31.126,28.469,29.328,355.444,-81.239,3.949,8.09,64.112
2022-08-05 01:02:38,1.385,350898.0,357.217,-84.951,3.984,3.951,32.038,28.8,29.705,357.217,-84.951,3.968,8.019,60.989
2022-08-05 01:44:48,2.0,253927.92,360.36,-75.75,4.011,3.965,29.453,27.336,28.303,360.36,-75.75,4.004,8.072,57.267
2022-08-05 02:32:58,2.0,176594.2,359.27,-85.068,4.001,3.956,30.762,27.154,28.565,359.27,-85.068,3.994,7.816,60.984
2022-08-05 04:52:58,2.0,259789.1,358.403,-85.461,3.996,3.961,29.647,26.338,27.451,358.403,-85.461,3.983,7.999,62.691
2022-08-05 05:24:38,2.0,374713.1,355.41,-73.114,3.963,3.932,30.174,28.032,28.884,355.41,-73.114,3.951,8.067,62.608
2022-08-05 05:42:58,2.0,411516.2,355.23,-78.777,3.961,3.934,29.974,28.105,28.968,355.23,-78.777,3.947,7.968,66.577
2022-08-05 05:46:58,1.984,319622.2,359.169,-81.162,4.005,3.972,30.457,28.364,29.249,359.169,-81.162,3.99,7.872,57.743
2022-08-05 05:52:08,2.0,379548.2,358.863,-83.007,3.998,3.965,32.197,30.568,31.277,358.863,-83.007,3.985,7.986,60.427
2022-08-05 07:27:38,2.0,410108.4,357.533,-84.416,3.984,3.956,31.842,29.914,30.658,357.533,-84.416,3.971,7.907,64.754
2022-08-05 17:06:58,2.0,260038.9,355.697,-83.513,3.967,3.932,34.161,29.993,31.351,355.697,-83.513,3.953,8.008,63.392
2022-08-05 17:12:58,2.0,374934.1,359.802,-82.154,4.012,3.978,33.921,30.047,31.6,359.802,-82.154,3.999,8.134,57.518
2022-08-05 17:27:18,2.0,319835.7,359.509,-82.88,4.009,3.976,32.811,29.087,30.569,359.509,-82.88,3.994,7.909,58.038
2022-08-05 17:57:38,1.25,304491.2,360.341,-78.316,4.019,3.986,33.797,29.961,31.179,360.341,-78.316,4.005,7.821,55.257
2022-08-05 19:45:58,2.0,176826.6,359.854,-84.635,4.007,3.961,33.087,28.984,30.7,359.854,-84.635,4.001,7.816,59.262
2022-08-06 00:17:18,2.0,267998.2,359.277,-79.652,4.004,3.972,32.541,29.737,31.03,359.277,-79.652,3.993,8.135,58.432
2022-08-06 00:56:08,1.381,351272.2,356.626,-86.864,3.977,3.945,33.888,30.381,31.517,356.626,-86.864,3.961,7.929,64.221
2022-08-06 01:02:58,2.0,116638.6,357.949,-82.656,3.984,3.942,31.757,28.882,30.101,357.949,-82.656,3.977,7.858,62.025
2022-08-06 01:40:08,2.0,303873.0,357.843,-86.445,3.991,3.956,32.47,29.227,30.376,357.843,-86.445,3.976,8.04,62.941
2022-08-06 03:25:18,2.0,254197.0,357.432,-81.075,3.977,3.935,30.866,28.641,29.474,357.432,-81.075,3.971,8.032,63.54
2022-08-06 04:05:28,2.0,312208.4,358.801,-86.726,3.995,3.954,33.271,31.434,32.229,358.801,-86.726,3.984,8.131,61.698
2022-08-06 04:57:18,2.0,357574.5,358.691,-82.2,4.001,3.961,31.136,28.341,29.592,358.691,-82.2,3.989,8.019,59.836
2022-08-06 05:05:08,2.0,260260.2,360.337,-83.289,4.018,3.982,31.447,27.748,29.087,360.337,-83.289,4.004,7.951,56.452
2022-08-06 05:20:48,1.977,375186.3,358.522,-85.724,3.997,3.965,32.473,29.93,30.927,358.522,-85.724,3.985,8.165,60.983
2022-08-06 05:40:18,2.0,304729.8,358.064,-81.212,3.993,3.961,32.464,29.225,30.368,358.064,-81.212,3.979,8.044,61.831
2022-08-06 05:42:58,2.0,320030.996,358.204,-76.487,3.994,3.962,29.839,27.063,28.128,358.204,-76.487,3.98,7.898,60.354
2022-08-06 06:12:18,2.0,411911.6,357.588,-75.981,3.988,3.959,29.0,26.678,27.588,357.588,-75.981,3.973,7.907,61.244
2022-08-06 06:16:28,2.0,379780.6,361.043,-79.435,4.022,3.989,32.845,30.031,31.411,361.043,-79.435,4.01,7.905,56.491
2022-08-06 07:30:38,2.0,410282.2,356.594,-85.594,3.973,3.945,32.294,30.28,31.061,356.594,-85.594,3.961,8.005,67.564
2022-08-06 16:06:38,1.684,357764.7,356.374,-86.529,3.974,3.936,34.919,31.221,32.69,356.374,-86.529,3.963,8.099,64.933
2022-08-06 17:09:58,2.0,260449.1,359.235,-84.86,4.007,3.971,33.535,29.349,30.967,359.235,-84.86,3.992,7.937,60.361
2022-08-06 17:17:28,2.0,375398.5,359.027,-73.988,4.003,3.97,32.272,28.463,29.904,359.027,-73.988,3.991,8.028,55.534
2022-08-06 17:18:48,2.0,320249.4,359.534,-83.42,4.009,3.976,32.228,28.677,30.05,359.534,-83.42,3.994,7.928,58.403
2022-08-06 17:41:28,1.7,304943.2,360.87,-73.431,4.025,3.991,32.857,29.243,30.588,360.87,-73.431,4.011,7.899,56.691
2022-08-06 20:32:28,2.0,177082.3,356.604,-89.537,3.971,3.929,35.716,31.657,33.043,356.604,-89.537,3.964,8.038,66.204
2022-08-07 04:44:48,2.0,254485.6,360.039,-77.527,4.006,3.962,30.956,28.281,29.524,360.039,-77.527,4.0,8.018,57.731
2022-08-07 04:44:58,2.0,312518.6,356.616,-77.415,3.971,3.931,34.228,32.396,33.288,356.616,-77.415,3.96,8.058,63.629
2022-08-07 04:54:08,2.0,260685.7,359.672,-81.651,4.011,3.975,31.701,27.803,29.188,359.672,-81.651,3.997,7.994,57.153
2022-08-07 05:23:58,2.0,305158.6,360.674,-78.599,4.023,3.989,33.266,29.828,30.988,360.674,-78.599,4.009,7.907,55.458
2022-08-07 05:30:58,2.0,375660.5,359.253,-84.905,4.005,3.973,33.023,30.326,31.44,359.253,-84.905,3.993,8.178,60.397
2022-08-07 05:34:38,2.0,357999.6,360.304,-81.456,4.019,3.978,32.016,29.073,30.403,360.304,-81.456,4.007,7.965,55.215
2022-08-07 06:16:28,1.96,320480.9,359.975,-82.897,4.014,3.981,30.579,27.54,28.742,359.975,-82.897,3.999,7.926,57.571
2022-08-07 06:19:18,2.0,412343.1,356.861,-76.96,3.98,3.952,29.966,27.432,28.381,356.861,-76.96,3.965,8.007,62.037
2022-08-07 06:40:38,2.0,380032.7,360.942,-79.115,4.021,3.988,32.878,29.939,31.443,360.942,-79.115,4.009,7.933,57.142
2022-08-07 17:04:58,2.0,375854.2,360.148,-80.596,4.016,3.981,33.442,29.042,30.723,360.148,-80.596,4.003,8.121,53.284
2022-08-07 17:27:18,2.0,260892.0,359.867,-83.81,4.013,3.977,34.718,30.032,31.726,359.867,-83.81,3.999,7.899,57.281
2022-08-07 17:38:58,2.0,320742.3,359.894,-75.343,4.014,3.981,33.168,28.545,30.178,359.894,-75.343,3.998,7.808,41.831
2022-08-07 17:44:58,1.415,305427.7,361.658,-72.767,4.034,4.0,34.142,29.528,31.231,361.658,-72.767,4.02,8.073,42.426
2022-08-07 20:26:08,2.0,177289.7,358.35,-57.896,3.992,3.946,30.805,26.486,28.023,358.35,-57.896,3.985,7.799,59.178
2022-08-08 00:19:48,2.0,304513.2,356.396,-87.657,3.974,3.941,35.291,31.224,32.801,356.396,-87.657,3.96,8.092,65.13
2022-08-08 03:35:48,2.0,254751.2,359.511,-78.438,4.0,3.956,32.215,29.519,30.731,359.511,-78.438,3.994,8.122,58.417
2022-08-08 04:27:08,2.0,376105.5,358.084,-81.435,3.992,3.959,30.637,27.496,28.674,358.084,-81.435,3.98,8.161,60.727
2022-08-08 04:45:28,2.0,358286.8,359.541,-83.192,4.01,3.97,33.226,30.21,31.697,359.541,-83.192,3.998,7.997,56.866
2022-08-08 04:52:48,2.0,261105.2,359.435,-84.68,4.009,3.972,33.008,28.944,30.57,359.435,-84.68,3.994,8.049,58.35
2022-08-08 05:33:28,1.465,320918.0,359.386,-83.419,4.007,3.975,32.349,29.194,30.59,359.386,-83.419,3.992,7.968,59.34
2022-08-08 05:47:28,2.0,305670.4,358.641,-82.348,4.0,3.967,32.909,29.598,30.756,358.641,-82.348,3.986,8.056,59.952
2022-08-08 05:59:28,2.0,380308.1,360.943,-79.236,4.021,3.989,33.31,30.612,31.984,360.943,-79.236,4.009,8.002,56.346
2022-08-08 06:44:18,2.0,412774.0,357.046,-76.156,3.982,3.953,30.486,27.979,28.78,357.046,-76.156,3.967,8.026,61.387
2022-08-08 13:55:58,2.0,304674.7,356.723,-88.068,3.977,3.945,36.376,30.805,32.878,356.723,-88.068,3.963,8.062,64.623
2022-08-08 16:01:18,2.0,352016.0,357.802,-85.097,3.991,3.958,35.631,31.985,33.159,357.802,-85.097,3.975,8.026,61.016
2022-08-08 16:18:28,1.773,358475.3,357.375,-85.383,3.985,3.946,35.152,31.803,33.043,357.375,-85.383,3.974,8.076,62.174
2022-08-08 17:06:58,2.0,261278.7,358.427,-86.574,3.997,3.961,32.636,28.915,30.22,358.427,-86.574,3.983,7.966,61.586
2022-08-08 17:15:18,2.0,376329.6,360.909,-80.649,4.024,3.991,32.19,29.849,30.956,360.909,-80.649,4.011,8.176,56.008
2022-08-08 17:31:18,2.0,321144.5,360.255,-81.309,4.017,3.984,30.273,27.938,29.03,360.255,-81.309,4.002,7.904,57.394
2022-08-08 17:39:38,2.0,305896.1,360.276,-78.906,4.019,3.985,31.512,28.945,29.936,360.276,-78.906,4.004,7.921,55.234
2022-08-08 19:41:08,2.0,177522.9,360.291,-84.569,4.012,3.966,30.841,27.675,29.042,360.291,-84.569,4.005,7.895,58.738
2022-08-09 00:13:58,2.0,268698.0,359.128,-79.887,4.003,3.97,30.515,27.866,28.98,359.128,-79.887,3.991,8.179,59.045
2022-08-09 00:16:48,2.0,117301.5,358.451,-82.079,3.99,3.948,30.014,27.518,28.806,358.451,-82.079,3.983,8.037,62.958
2022-08-09 00:44:28,2.0,304842.3,356.957,-83.882,3.981,3.947,30.336,27.219,28.307,356.957,-83.882,3.966,7.972,63.39
2022-08-09 02:24:08,1.87,306060.3,357.188,-82.944,3.983,3.951,32.203,28.891,30.006,357.188,-82.944,3.969,7.979,63.164
2022-08-09 04:06:38,2.0,255013.0,359.341,-77.996,3.999,3.954,29.754,27.761,28.671,359.341,-77.996,3.992,8.049,59.384
2022-08-09 04:07:48,2.0,376542.5,354.261,-73.196,3.949,3.919,30.667,27.449,28.478,354.261,-73.196,3.938,8.223,63.265
2022-08-09 04:25:48,2.0,261517.5,359.611,-79.678,4.01,3.974,30.242,26.909,28.189,359.611,-79.678,3.996,8.061,57.978
2022-08-09 04:37:18,2.0,313075.7,357.763,-86.249,3.983,3.943,32.153,30.229,31.077,357.763,-86.249,3.972,8.212,62.644
2022-08-09 05:01:08,2.0,321377.9,359.676,-82.755,4.011,3.978,30.724,27.878,29.02,359.676,-82.755,3.996,8.049,56.099
2022-08-09 06:06:48,2.0,413210.6,356.709,-76.991,3.978,3.95,29.181,26.678,27.664,356.709,-76.991,3.963,8.015,63.347
2022-08-09 07:15:38,2.0,410611.4,357.812,-83.016,3.987,3.958,32.254,29.69,30.897,357.812,-83.016,3.974,8.062,65.061
2022-08-09 16:29:18,2.0,358974.0,359.599,-81.571,4.011,3.97,30.866,28.126,29.606,359.599,-81.571,3.999,8.081,57.111
2022-08-09 16:34:08,2.0,352347.0,358.157,-84.215,3.994,3.961,32.631,30.138,31.036,358.157,-84.215,3.979,7.98,60.381
2022-08-09 17:16:48,2.0,376795.1,357.948,-75.88,3.991,3.96,32.732,29.845,30.905,357.948,-75.88,3.979,7.967,29.482
2022-08-09 17:23:58,2.0,306340.0,358.613,-82.205,3.999,3.967,32.733,29.87,30.906,358.613,-82.205,3.985,7.748,59.391
2022-08-09 17:25:08,2.0,321627.3,366.582,-60.982,4.089,4.054,29.97,27.152,28.509,366.582,-60.982,4.074,7.965,21.907
2022-08-09 18:57:08,1.969,380529.5,361.129,-78.769,4.023,3.991,32.589,29.853,30.977,361.129,-78.769,4.011,7.949,56.014
2022-08-10 04:41:48,2.0,359210.8,360.337,-81.585,4.019,3.978,30.61,28.447,29.661,360.337,-81.585,4.007,8.031,55.304
2022-08-10 04:44:18,2.0,377003.0,357.515,-51.221,3.987,3.956,29.664,27.509,28.584,357.515,-51.221,3.975,8.131,62.51
2022-08-10 04:56:58,2.0,261941.6,359.767,-83.995,4.011,3.976,30.952,27.96,29.12,359.767,-83.995,3.998,8.043,57.407
2022-08-10 05:05:38,1.82,380729.9,360.39,-80.927,4.014,3.982,31.32,28.867,29.874,360.39,-80.927,4.002,8.0,57.107
2022-08-10 05:26:58,2.0,321856.9,359.907,-82.201,4.013,3.98,29.855,27.581,28.465,359.907,-82.201,3.998,8.039,56.181
2022-08-10 06:11:18,2.0,413670.7,357.013,-76.61,3.981,3.953,29.959,27.966,28.847,357.013,-76.61,3.966,7.934,62.18
2022-08-10 06:37:48,2.0,306625.0,360.669,-79.282,4.023,3.989,30.325,27.73,28.777,360.669,-79.282,4.008,7.689,55.055
2022-08-10 07:14:18,2.0,410823.6,357.436,-83.919,3.983,3.955,31.614,29.721,30.548,357.436,-83.919,3.97,8.041,64.841
2022-08-10 16:22:28,2.0,359422.3,358.38,-83.439,3.997,3.957,30.667,28.379,29.466,358.38,-83.439,3.985,8.162,60.748
2022-08-10 17:12:08,2.0,322072.0,358.906,-84.584,4.002,3.969,29.685,27.185,28.234,358.906,-84.584,3.987,8.095,60.64
2022-08-10 17:22:58,2.0,262176.7,357.962,-86.895,3.992,3.956,31.162,27.738,28.993,357.962,-86.895,3.978,7.898,62.293
2022-08-10 17:29:08,2.0,377200.5,359.821,-82.872,4.012,3.979,31.119,29.024,29.961,359.821,-82.872,3.999,7.968,57.554
2022-08-10 17:41:28,2.0,413855.5,356.511,-78.115,3.975,3.948,29.432,27.252,28.02,356.511,-78.115,3.961,8.067,66.865
2022-08-10 17:57:18,2.0,306832.8,360.063,-79.134,4.016,3.983,31.234,28.75,29.648,360.063,-79.134,4.002,7.868,55.839
2022-08-10 19:19:48,1.829,380965.3,361.313,-77.935,4.025,3.993,31.837,29.287,30.351,361.313,-77.935,4.013,7.967,55.421
2022-08-10 20:51:28,2.0,178007.0,359.302,-86.283,4.001,3.955,30.297,27.305,28.693,359.302,-86.283,3.994,7.903,60.897
2022-08-11 00:42:28,2.0,269283.8,359.743,-78.895,4.01,3.977,29.444,27.045,28.217,359.743,-78.895,3.998,8.046,57.871
2022-08-11 01:38:38,2.0,305419.6,357.211,-83.629,3.984,3.948,30.586,28.271,29.088,357.211,-83.629,3.969,8.037,61.598
2022-08-11 04:31:28,2.0,359643.5,359.133,-80.833,4.005,3.965,30.977,28.488,29.563,359.133,-80.833,3.994,7.967,57.495
2022-08-11 04:49:18,2.0,262374.4,359.031,-86.172,4.004,3.968,31.21,27.968,29.069,359.031,-86.172,3.989,7.882,58.909
2022-08-11 04:49:58,2.0,377429.9,355.605,-80.36,3.964,3.934,30.028,27.521,28.586,355.605,-80.36,3.952,8.131,64.114
2022-08-11 05:17:38,2.0,381181.2,360.802,-80.621,4.019,3.987,31.825,29.159,30.314,360.802,-80.621,4.007,7.808,55.993
2022-08-11 05:27:38,2.0,322240.8,358.052,-87.152,3.992,3.96,29.366,26.634,27.688,358.052,-87.152,3.977,8.001,62.97
2022-08-11 05:52:08,2.0,307070.8,360.609,-79.178,4.022,3.988,30.194,27.287,28.427,360.609,-79.178,4.008,7.96,56.302
2022-08-11 05:59:38,2.0,414088.7,356.85,-77.234,3.98,3.952,30.517,28.441,29.301,356.85,-77.234,3.965,7.929,61.823
2022-08-11 07:18:08,2.0,411066.5,357.855,-83.079,3.987,3.959,32.014,29.936,30.83,357.855,-83.079,3.975,7.96,64.645
2022-08-11 16:02:48,2.0,359828.9,356.893,-85.05,3.98,3.942,31.184,28.603,29.622,356.893,-85.05,3.969,8.042,63.817
2022-08-11 16:16:28,1.0,178178.1,357.705,-85.003,3.984,3.94,32.825,29.131,30.443,357.705,-85.003,3.976,7.984,64.248
2022-08-11 17:02:58,2.0,377625.1,359.312,-82.881,4.006,3.973,32.085,29.101,30.164,359.312,-82.881,3.993,8.034,58.954
2022-08-11 17:14:48,2.0,322469.7,360.059,-82.548,4.015,3.982,29.54,27.119,28.158,360.059,-82.548,4.0,7.815,57.332
2022-08-11 17:34:48,1.408,307257.5,360.082,-78.945,4.016,3.983,31.723,28.831,29.855,360.082,-78.945,4.002,7.933,56.584
2022-08-11 18:27:18,2.0,414296.3,356.353,-81.633,3.974,3.946,29.503,27.2,27.917,356.353,-81.633,3.959,7.913,65.348
2022-08-11 18:40:48,1.955,381434.5,359.003,-81.917,3.999,3.968,32.286,29.774,30.718,359.003,-81.917,3.987,7.957,60.094
2022-08-11 20:30:08,2.0,411285.6,357.151,-83.826,3.98,3.949,32.238,28.531,29.767,357.151,-83.826,3.967,7.963,66.167
2022-08-11 22:35:38,2.0,117971.9,357.918,-82.518,3.984,3.941,30.568,27.856,29.027,357.918,-82.518,3.977,7.975,60.087
2022-08-12 00:23:08,2.0,269593.6,358.807,-76.33,3.999,3.966,29.935,27.21,28.32,358.807,-76.33,3.988,8.014,58.125
2022-08-12 01:50:08,2.0,305796.0,358.747,-82.687,4.002,3.965,31.354,28.208,29.385,358.747,-82.687,3.986,8.05,59.259
2022-08-12 03:11:58,2.0,178346.4,357.404,-87.499,3.98,3.937,32.037,28.044,29.519,357.404,-87.499,3.973,7.906,65.168
2022-08-12 03:56:08,2.0,313797.4,358.247,-87.105,3.989,3.948,32.045,30.015,30.768,358.247,-87.105,3.978,7.948,63.907
2022-08-12 04:02:48,2.0,255629.9,360.318,-76.586,4.01,3.964,29.452,27.252,28.311,360.318,-76.586,4.003,8.018,57.02
2022-08-12 04:30:58,2.0,381660.1,360.323,-81.343,4.014,3.982,32.764,30.047,31.204,360.323,-81.343,4.002,7.951,56.951
2022-08-12 04:44:48,2.0,262770.3,358.991,-86.013,4.003,3.967,30.476,27.087,28.245,358.991,-86.013,3.989,7.992,59.747
2022-08-12 04:52:28,2.0,377831.6,356.669,-83.329,3.976,3.945,31.007,28.142,29.072,356.669,-83.329,3.964,8.23,61.862
2022-08-12 05:25:08,2.0,360064.1,359.322,-76.728,4.008,3.967,30.346,27.869,29.084,359.322,-76.728,3.996,7.863,55.024
2022-08-12 05:33:58,2.0,322680.5,359.64,-83.474,4.01,3.977,30.364,27.465,28.684,359.64,-83.474,3.995,7.886,59.397
2022-08-12 05:35:58,2.0,414534.9,356.776,-76.899,3.979,3.95,30.306,28.238,29.043,356.776,-76.899,3.964,7.809,62.409
2022-08-12 06:03:48,1.85,307496.2,360.821,-78.635,4.025,3.991,31.37,28.591,29.637,360.821,-78.635,4.01,7.897,55.048
2022-08-12 15:49:18,2.0,178635.8,358.831,-86.245,3.996,3.951,31.1,27.854,29.134,358.831,-86.245,3.989,7.994,61.827
2022-08-12 15:59:58,2.0,360258.7,357.204,-85.088,3.984,3.945,31.296,28.644,29.684,357.204,-85.088,3.972,8.007,63.372
2022-08-12 17:15:08,2.0,378044.8,359.988,-81.859,4.014,3.98,31.283,28.732,29.643,359.988,-81.859,4.001,8.059,57.302
2022-08-12 17:20:48,2.0,322953.1,359.785,-83.198,4.012,3.979,29.391,26.359,27.564,359.785,-83.198,3.997,7.967,58.711
2022-08-12 17:31:38,2.0,307683.8,359.058,-82.019,4.004,3.972,31.308,28.838,29.728,359.058,-82.019,3.99,7.884,58.8
2022-08-12 17:54:28,1.643,414705.6,354.951,-78.353,3.958,3.931,29.571,27.519,28.151,354.951,-78.353,3.943,7.938,66.668
2022-08-12 18:45:58,1.984,381913.7,360.962,-79.209,4.021,3.989,32.352,29.766,30.863,360.962,-79.209,4.009,7.989,55.892
2022-08-13 00:25:38,2.0,269875.5,358.593,-78.102,3.997,3.964,29.693,26.737,28.128,358.593,-78.102,3.985,8.121,59.049
2022-08-13 01:45:48,2.0,306114.9,358.185,-85.627,3.995,3.959,31.962,28.531,29.648,358.185,-85.627,3.98,8.017,61.388
2022-08-13 03:20:58,2.0,178833.7,358.199,-86.042,3.989,3.944,31.218,27.722,29.117,358.199,-86.042,3.982,8.064,63.124
2022-08-13 03:47:58,2.0,255882.3,358.265,-79.576,3.987,3.943,30.957,28.784,29.637,358.265,-79.576,3.98,7.939,61.071
2022-08-13 04:09:18,1.947,314093.1,358.389,-87.094,3.99,3.95,32.229,30.092,30.874,358.389,-87.094,3.979,8.097,62.929
2022-08-13 04:51:38,2.0,360472.4,358.614,-83.129,4.0,3.96,30.792,28.3,29.384,358.614,-83.129,3.988,7.935,59.588
2022-08-13 05:12:28,2.0,263209.1,360.158,-84.36,4.016,3.98,30.336,26.943,28.139,360.158,-84.36,4.002,8.029,56.712
2022-08-13 05:20:28,2.0,378287.2,359.031,-84.712,4.003,3.97,31.372,28.76,29.75,359.031,-84.712,3.99,8.189,60.249
2022-08-13 05:43:18,2.0,382160.2,361.354,-79.059,4.026,3.993,32.323,29.37,30.81,361.354,-79.059,4.013,7.976,55.341
2022-08-13 06:03:28,2.0,307956.4,360.671,-78.874,4.023,3.989,31.031,28.11,29.184,360.671,-78.874,4.008,7.84,55.208
2022-08-13 06:07:48,2.0,414953.1,356.804,-77.325,3.979,3.951,30.349,28.164,28.955,356.804,-77.325,3.964,7.88,62.327
2022-08-13 06:12:58,2.0,323175.3,359.145,-64.545,4.005,3.972,29.988,27.342,28.36,359.145,-64.545,3.991,8.011,57.383
2022-08-13 07:51:08,1.0,411449.9,356.363,-85.748,3.97,3.943,30.547,29.295,29.808,356.363,-85.748,3.958,8.026,65.794
2022-08-13 15:38:18,1.508,179039.6,358.639,-85.599,3.994,3.949,34.962,30.492,32.042,358.639,-85.599,3.987,7.912,62.325
2022-08-13 17:36:28,2.0,263444.6,360.325,-83.019,4.018,3.982,33.129,29.508,30.899,360.325,-83.019,4.004,7.937,56.737
2022-08-13 17:43:08,2.0,323375.9,359.535,-83.105,4.009,3.976,30.213,27.094,28.454,359.535,-83.105,3.994,8.051,58.184
2022-08-13 17:50:08,2.0,378522.8,360.613,-81.627,4.021,3.987,33.032,30.222,31.421,360.613,-81.627,4.008,8.091,56.684
2022-08-13 18:04:18,1.955,308197.8,361.004,-75.63,4.027,3.993,32.082,29.41,30.433,361.004,-75.63,4.012,7.865,55.871
2022-08-14 02:43:18,2.0,306446.9,359.989,-82.569,4.015,3.979,31.465,28.22,29.563,359.989,-82.569,4.0,8.008,57.806
2022-08-14 03:18:38,2.0,179242.6,358.778,-86.068,3.995,3.95,33.669,29.669,31.114,358.778,-86.068,3.988,7.889,61.713
2022-08-14 04:14:08,2.0,314368.6,360.762,-83.137,4.017,3.975,32.894,30.886,31.737,360.762,-83.137,4.006,8.032,56.477
2022-08-14 04:33:48,2.0,263645.5,358.351,-84.847,3.996,3.96,30.93,26.961,28.279,358.351,-84.847,3.982,8.006,60.411
2022-08-14 05:01:38,1.844,382636.6,360.791,-80.262,4.019,3.987,33.242,30.273,31.634,360.791,-80.262,4.007,7.958,56.637
2022-08-14 05:06:28,2.0,378772.2,358.85,-85.506,4.001,3.968,32.292,29.785,30.733,358.85,-85.506,3.988,8.09,61.298
2022-08-14 05:16:38,2.0,256194.9,360.567,-74.654,4.013,3.968,30.333,27.442,28.709,360.567,-74.654,4.006,7.965,56.9
2022-08-14 05:47:48,1.984,323614.7,360.012,-81.513,4.015,3.981,30.372,27.333,28.685,360.012,-81.513,3.999,8.126,57.971
2022-08-14 06:27:28,2.0,415389.2,357.07,-76.624,3.982,3.953,29.671,26.425,27.495,357.07,-76.624,3.967,8.047,61.765
2022-08-14 06:31:18,2.0,308471.4,360.664,-78.986,4.023,3.989,32.159,29.175,30.324,360.664,-78.986,4.008,7.868,54.854
2022-08-14 07:07:08,1.839,411632.3,355.794,-85.853,3.964,3.937,31.007,29.594,30.188,355.794,-85.853,3.952,8.143,67.951
2022-08-14 15:31:48,1.0,179436.2,358.644,-84.996,3.994,3.949,35.669,31.208,32.778,358.644,-84.996,3.987,7.898,60.972
